#,App Name,App Link,Rating,Downloads,Version,Released,Last Updated,Developer Name,Developer Email,Developer Website,About the Developer / Address,About the App / Description
46,Fandango at Home: Movies & TV,https://play.google.com/store/apps/details?id=air.com.vudu.air.DownloaderTablet,4.426287,"10,000,000+",Varies with device,"Dec 19, 2012","May 7, 2026",Fandango at Home,athomesupport@fandango.com,https://forum.fandango.com,,"Stream free movies and free TV, or rent and buy the latest entertainment with no subscription required. Fandango at Home is your destination for watching thousands of hours of free movies and free TV shows with limited commercials. Build your digital library with new releases and classics, and watch your eligible collection across participating platforms. Enjoy stunning clarity and sound with many premium formats for rent or purchase. Stream for free: Thousands of free movies and free TV shows with limited commercials. Grow your digital library: Rent or buy and manage your collection. Bundle & save: Exclusive discounts including personalized offers and mix & match bundles. Premium formats: Enjoy high-quality streaming options. Safer viewing: Kids mode, Common Sense Media ratings, reviews, and parental controls. Part of the Fandango family: Rotten Tomatoes scores and collections, plus integration with Fandango’s digital network. By downloading, installing, and using this app, you agree to Fandango’s Privacy Policy (https://www.versantprivacy.com/privacy) and Terms and Policies (https://www.fandango.com/policies/terms-and-policies). Ad Choices: https://www.versantprivacy.com/privacy/cookies Your Privacy Choices: https://www.versantprivacy.com/privacy/notrtoo CA Notice: https://www.versantprivacy.com/privacy/california-consumer-privacy-act"
47,PBS KIDS Video,https://play.google.com/store/apps/details?id=org.pbskids.video,4.385929,"10,000,000+",7.1.16,"Jun 24, 2014","May 29, 2026",PBS KIDS,help@pbs.org,https://pbskids.org/apps,,"Watch live TV, stream, and download episodes with PBS KIDS Video! Safely stream clips and videos from shows like Daniel Tiger’s Neighborhood, Wild Kratts, Carl the Collector, Lyla in the Loop, Work It Out Wombats!, Rosie’s Rules, Curious George, Sesame Street, and more! Download free episodes of child safe entertainment wherever you are! Bring the fun of learning to your child at home and on the go. Watch shows on PBS KIDS Video to encourage learning for toddlers and early grade school children. Educational episodes of kid-friendly cartoons are added frequently! PBS KIDS Video is a safe streaming video app for children. Watch select PBS KIDS shows and movies with English or Spanish audio and captioning. Stream and watch live TV from the PBS KIDS channel on the app with no subscription or login! Stream, watch, and download child-safe videos and episodes when you download PBS KIDS Video. *A Webby Winner and Webby People's Voice Winner in Apps and Software: Family & Kids (2022) *A Webby People's Voice Winner in Apps, Mobile, and Voice: Best Streaming Service (2020) *Winner of Webby People's Voice for Best Family & Kids Mobile App (2020) *A Webby Winner for Best Streaming Video (2018) PBS KIDS VIDEO FEATURES STREAM EDUCATIONAL VIDEOS - Watch 600+ free full episodes of over 40+ PBS KIDS shows - Stream live TV or watch over 5,000+ clips from shows children love WATCH VIDEOS OFFLINE - Download shows to watch offline - Download videos to watch educational episodes or select movies wherever you are NEW VIDEOS & EPISODES EVERY MONTH - Watch new episodes from your favorite PBS KIDS shows: - Daniel Tiger’s Neighborhood - Wild Kratts - Carl the Collector - Lyla in the Loop - Work It Out Wombats! - Rosie’s Rules - Odd Squad - Alma’s Way - Super Why’s Comic Book Adventures - City Island - Sesame Street - Curious George - And more! WATCH IN ENGLISH OR SPANISH - Watch educational episodes and shows for kids in English or Spanish - Stream and watch with captioning in English or Spanish THE GROWNUPS BUTTON: - TV schedule for your local PBS station - Learn more about a TV series, such as intended age and learning goals - Download kids learning apps from PBS KIDS - Buy full episodes and shows from Google Play *This app is optimized for Android 7.0 and above. GEOGRAPHIC RESTRICTIONS The PBS KIDS videos may only be viewed from within the United States. This is due to restrictions on PBS's license to offer this service. DOWNLOAD RESTRICTIONS Currently, select shows can be downloaded: Daniel Tiger’s Neighborhood, Alma’s Way, City Island, Carl the Collector, Donkey Hodie, Dinosaur Train, Elinor Wonders Why, Jelly Ben & Pogo, Let’s Go Luna, Lyla in the Loop, Nature Cat, Peg + Cat, Odd Squad, Rosie’s Rules, Sesame Street, SUPER WHY!, Tiny Time Travel, Wild Kratts, Word World, Work It Out Wombats!, and Xavier Riddle & the Secret Museum. Additional shows will become available for download in the near future. SPONSORSHIP PBS KIDS Video is a key part of PBS KIDS’ commitment to making a positive impact on the lives of children through curriculum-based entertainment—wherever kids are. More PBS KIDS videos may also be found online at pbskids.org/video. Funding from corporate sponsors supports PBS KIDS’ mission to use the power of media to open worlds of possibilities for all children. To acknowledge the vital support that PBS KIDS receives, brief messages from corporate sponsors are included at the start of select full-length episodes on the PBS KIDS Video App. You can support PBS KIDS through the selection of other apps and TV shows available on Google Play. ABOUT THIS APP The PBS KIDS Video app gives kids and parents access to thousands of videos, including full episodes and clips from top PBS KIDS series. With this app, kids can watch their favorite PBS KIDS shows anytime, anywhere! PBS KIDS, the #1 educational media brand for kids, helps children ages 2-8 learn lessons that last a lifetime. This app was designed by PBS KIDS."
48,"Philo: Shows, Movies, Live TV.",https://play.google.com/store/apps/details?id=com.philo.philo.google,4.4145336,"5,000,000+",Varies with device,"Dec 19, 2018","Jun 17, 2026","Philo, Inc.",help@philo.com,https://help.philo.com,,"Philo is where all the best TV comes together! Sign up today and enjoy a 7-day free trial of the Essential plan: 70+ live channels, including AMC, BET, Hallmark, Lifetime, MTV, and Nickelodeon. Get even more entertainment with the Bundle+ plan: live TV and access to HBO Max, AMC+, and discovery+. Choose the plan that’s right for you—no contracts, no hassles! Essential plan: Get everything you love about live TV for an unbeatable price! 7-day Free Trial: New subscribers can try Essential free for a week. 70+ Live TV Channels: Watch top-rated networks like AMC, BET, CMT, Discovery Channel, Food Network, Hallmark, HGTV, History Channel, ID, Lifetime, MTV, Nickelodeon, OWN, VH1, We TV, and so much more! 75,000+ Movies & Shows On-Demand: Explore our library of binge-worthy content across every genre. Bundle+ plan: Take your streaming to the next level with all the channels and library from the Essential plan, plus: HBO Max Basic with Ads Plan, AMC+, and discovery+ Included: Your next obsession awaits! Dive into captivating dramas, thrillers, horror, fresh new flicks, must-watch originals, and endless entertainment—all included with your Bundle+ subscription. Free Channels: Take Philo for a spin with 120+ free channels! Free Channels, Movies, and Shows: Watch true crime, reality, comedy, news, classic TV, family-friendly content, and more. 30-Day DVR: Save and record tons of content and skip the ads. 100% Commitment-Free: No sign-up or credit card is required to start watching. App Features: Both Essential and Bundle+ include: Unlimited DVR: Save everything with the unlimited DVR storage. Rewatch all your recordings anytime for up to a year—and skip the ads! 10 Custom Profiles: Personalize your Philo experience. Each profile gets its own sign-in credentials, library of saved shows, watch history, and recommendations. 3 Simultaneous Streams: Stream on your desktop, tablet, mobile, or TV and watch on up to 3 devices at once—Philo has something for the whole family to enjoy! Easy Discoverability: Discover what's new and trending, browse curated collections, or use our handy search bar to get to your faves faster. Premium Add-Ons: Unlock even more entertainment with ad-free add-ons like Hallmark+, STARZ, MGM+, Movies & More, and AllBlk. Why Choose Philo? No contracts, no commitments—just the best TV all in one place. Whether you're exploring free content or diving into our premium plans, Philo gives you the flexibility to watch what you want, when you want. Download the Philo app today and find the plan that works best for you! To find the Terms of Service, Privacy Policy, and Privacy Options, visit philo.com/legal."
49,bilibili - All Your Fav Videos,https://play.google.com/store/apps/details?id=tv.danmaku.bili,2.59,"1,000,000+",8.97.0,"May 10, 2012","Jun 3, 2026",哔哩哔哩弹幕网,global.support@bilibili.com,http://www.bilibili.com/,,"🎬 Welcome to bilibili – the ultimate home for anime fans, game addicts, tech geeks, and culture lovers. Ever dreamed of a place where you could binge anime edits, watch live esports with 10,000 danmu (bullet comments), and explore the artistic treasures of diverse cultures—all in a single afternoon? That's what we do here. We're bilibili. We watch, we laugh, we remix, we overthink, and then we create again. ▍【Whatever you're into – we've got it.】 🎮 Hardcore into gaming? From competitive esports to chill strategy let's-plays, we've got gameplay videos, walkthroughs, speedruns, and ragequits galore. 🤖 Love cool gadgets and future tech? Dive into in-depth unboxings, quirky reviews, or sci-fi concepts brought to life. 🎨 Obsessed with anime or ACG culture? This is your paradise—AMVs, cosplay tutorials, parody dubs, and wild fan theories included. 🌍 Curious about multi-culture? Stories, global music, performing arts, creative writing, and street food from all over the world. Here, culture is binged just like a series. 💡 And now with our AI Dubbing, you can hear bilibili creators in your own language — no subtitles needed. Less language barrier, more ""I get you."" ▍【Your passion deserves a stage. Or at least a fanbase. 🚀】 Got a hot take? A crazy remix idea? A cosplay transformation to show off? This is your space. Everyone here is a creator in the making — drawing, dubbing, animating, narrating, memeing, and always inventing something new. From ""fan"" to ""fan-made,"" the jump is just one upload away. ✨ So yeah, we're not just a video app. We're the internet's most wholesome creative community, where culture meets fandom, memes meet meaning, and your interests meet their tribe. We'll see you in the danmu. Or maybe in the trending tab 😉 – With creativity & culture, The bilibili team 💙💗"
50,Prime Video,https://play.google.com/store/apps/details?id=com.amazon.amazonvideo.livingroom,3.1029413,"100,000,000+",6.24.2+v15.5.0.300-allAbis,"Dec 20, 2017","Jun 12, 2026",Amazon Mobile LLC,instant-video-feedback@amazon.com,http://www.primevideo.com,,"Watch movies, TV Shows, live programming and sports, including Amazon MGM Studios-produced series and movies Road House, The Lord of the Rings: The Rings of Power, Fallout, Reacher, The Boys, and The Idea of You and much more. Browse titles, search for you favorites, or enjoy movies and shows recommended just for you. Stream or download videos to your mobile device or watch on the web. www.amazon.com/video/terms"
51,Netflix,https://play.google.com/store/apps/details?id=com.netflix.ninja,3.375,"100,000,000+",Varies with device,"Jun 27, 2014","Jun 18, 2026","Netflix, Inc.",playstore@netflix.com,http://www.netflix.com,,"Looking for the most talked about TV shows and movies from the around the world? They’re all on Netflix. We’ve got award-winning series, movies, documentaries, and stand-up specials. And with the mobile app, you get Netflix while you travel, commute, or just take a break. What you’ll love about Netflix: • We add TV shows and movies all the time. Browse new titles or search for your favorites, and stream videos right on your device. • The more you watch, the better Netflix gets at recommending TV shows and movies you’ll love. • Enjoy a safe watching experience just for kids with family-friendly entertainment. • Preview quick videos of our series and movies and get notifications for new episodes and releases. For complete terms and conditions, please visit http://www.netflix.com/termsofuse For privacy statement, please visit http://www.netflix.com/privacy"
52,MagellanTV Documentaries,https://play.google.com/store/apps/details?id=com.abide.magellantv,3.5177305,"1,000,000+",Varies with device,"Jan 18, 2019","Jun 8, 2026",MagellanTV Documentaries,connect@magellantv.com,https://www.magellantv.com,,"MagellanTV is more than just a streaming service—it's a journey of discovery, a haven for those fueled by curiosity and a passion for learning. Delve deep into the realms of history documentary series, unveiling the intricacies of bygone eras, groundbreaking events, and compelling stories that shaped our world. Designed for the inquisitive, our expansive library offers documentaries that enlighten, inspire, and feed your lifelong love of learning. Our meticulously curated content features a rich selection of true crime documentary series that promise to grip your attention, unveiling the mysteries and complex narratives that lie behind the headlines. But that’s not all. For those who dare to venture beyond the known, MagellanTV offers an enthralling collection of paranormal investigation documentaries, taking you on a journey through unexplained phenomena, supernatural occurrences, and tales that challenge the known boundaries of our reality. Reignite your sense of wonder and dive into a world where every film is a chance to learn, explore, and grow. Our offerings don't just cater to your curiosity but encourage you to delve deeper, fostering a vibrant community of learners and enthusiasts who share your fervor for exploration and discovery. For those craving substantial content and awe-inspiring insights, MagellanTV is your refuge. Our library, rich with history documentary series, true crime documentary narratives, and paranormal investigation adventures, promises to rekindle your curiosity, encouraging a deeper understanding and appreciation for the complexities of our world. Discover the joy of learning with MagellanTV, where every view is an opportunity to grow, fueled by an unending curiosity and a desire to delve deeper into the realms of history, crime, and the paranormal. Join us on this journey of discovery, as we continually strive to satisfy your curiosity with content that inspires, enlightens, and nurtures a lifelong love of learning. Please Note: -You may manage your MagellanTV subscription on the profile page of the App, provided you are signed in. -All subscriptions automatically renew following your selected plan period. -If you cancel your MagellanTV subscription, you can continue to enjoy all programs right up to the end of your plan period. -By downloading the MagellanTV app, you agree to its Terms & Conditions (https://www.magellantv.com/terms_conditions) and its Privacy Policy (https://www.magellantv.com/privacy_policy)."
53,BonusTV,https://play.google.com/store/apps/details?id=com.wtv.winkitv,4.6936707,"10,000,000+",3.5.7,"Mar 20, 2025","Jun 8, 2026",DramaAccess INC,winkishort@gmail.com,https://www.bonusdrama.com,,"Welcome to BonusTV - Watch short dramas for free! The hit werewolf series is now available, exclusively on BonusTV, watch it now~ Gold Rush: Not only can you watch dramas for free, you can also win big prizes by completing simple tasks while watching the dramas Immerse yourself in a variety of dramas On BonusTV, you will enjoy a variety of dramas, ranging from dramas, romance, suspense and thriller suspense. Embark on an adventure through time and space, solve a case full of mysteries, or indulge in a romantic fantasy with a pretend billionaire. Our story library is as rich as your imagination! Immerse yourself in micro-series In just a few minutes, you will be completely immersed in these fascinating short stories and ignite your passion for dramas like never before. Introducing Exclusive Selection BonusTV presents a series of carefully selected short dramas. Each episode is carefully crafted with creativity, emotion and depth, designed to easily transport you to many imaginative realms. BonusTV presents you: - A wide variety of dramas From inspirational comebacks to time-travel adventures full of mysteries, from fascinating ancient legends to modern love stories, BonusTV caters to your preferences for a variety of dramas. - Tailored recommendations Our smart recommendation system ensures that you can easily find the shows that suit your taste. - Easy and convenient viewing experience Each short drama is only a few minutes long, so you can easily watch it during your commute, rest or leisure time. - Exclusive original content Exciting and plot-rich original dramas will keep you coming back for more. Non-stop entertainment! Always fresh Real-time updates ensure a constant supply of the hottest short dramas and movies. Discover new favorites every week! - Your one-stop platform BonusTV simplifies your viewing experience by providing a unified platform, eliminating the inconvenience of switching video sources. - Visual feast High-definition picture quality captures every detail to create an immersive visual feast for you. BonusTV is your gateway to a world of skits and movies with endless possibilities to explore. Download now to embark on an exciting journey of skits and immerse yourself in a captivating viewing experience! Your use of this application is subject to the Terms of Service, which can be accessed at https://www.bonusdrama.com/pages/app-privacy-policy-bonustv/index.html. The collection and use of your data is subject to the Privacy Policy, which can be accessed at https://www.bonusdrama.com/pages/app-terms-bonustv/index.html."
54,Frndly TV: Live TV & Movies.,https://play.google.com/store/apps/details?id=com.frndlytv,3.6096034,"500,000+",2.47,"Jul 25, 2019","May 26, 2026",Frndly TV,support@frndlytv.com,https://frndlytv.com/,,"The most affordable LIVE TV streaming service! Watch 50+ channels including MeTV Toons, A&E, Hallmark Channel, INSP, Lifetime, Hallmark Mystery, Game Show Network, LMN, FETV, The Weather Channel, Hallmark Family, Court TV, UPtv, FYI, Great American Family, Justice Central, PixL, Outdoor Channel, Bounce, Dove Channel, GREAT, BYUtv, Great American Faith & Living, MILITARY HISTORY, Pursuit Channel, Vice, Local Now, MeTV, QVC, FMC, Story Television, Dove Spirit of the Heart Land, Heroes & Icons, Western Bound, Start TV, Laff, Catchy Comedy, Crime & Investigation, ION, ION Mystery, GRIT, Movies!, MeTV+, aspireTV, Dabl, ION Plus, CraftsyTV, Tastemade, Stingray Channel Holidayscapes, Stingray Greatest Hits,Stingray Flashback 70s, Stingray Remember the 80s, Stingray Hot Country, Stingray Classic Rock, theGRIO, REELZ, CLEO TV, MovieSphere Gold and EnvoyTV."
55,"Vidio: Sports, Movies, Series",https://play.google.com/store/apps/details?id=com.vidio.android,3.9502075,"100,000,000+",7.28.6-f0021ae7b0,"Apr 19, 2015","Jun 10, 2026",PT Vidio Dot Com,info@vidio.com,http://www.vidio.com,,"Vidio – All Your Favorite Shows in One Place The most complete watching app is only on Vidio! From live sports and highlights, Vidio Original Series, to your favorite movies, dramas, and anime, everything is in one app. Enjoy exciting streaming anytime, anywhere! · Live Sports & Leagues – Watch thrilling matches like the Premier League, BRI Liga 1, UFC, UCL, Serie A, MotoGP, F1, and many more. · Vidio Originals – Enjoy exclusive shows of various genres like Algojo, Pertaruhan The Series, Sugar Baby, Jalinan Terlarang, and Whats Up With Secretary Kim. · Korean Drama – Watch popular K-dramas like Lovely Runner, Dearist Enemist, IDOL I, and S Line · Top Movies & Drama – Watch the best movies and dramas, from Rangga Cinta (Indonesian film), Love Ambition (Mandarin drama), to Exhuma (Korean action film). · Kids Top Favorite – Watch all the time favorite kids movies and series, Minions: The Rise Of Gru, Ejen Ali The Movie 2: Misi Satria, and Nailoong vs Bombloong · Latest and Popular Anime – Watch your favorite anime like Jujutsu Kaisen Seasons 3 and One Piece. · TV Channels – Watch live national and international TV, starting from SCTV, Indosiar, tvN, Arirang, to Aljazeera. · Sports Channels – Access various top sports channels like BeIN Sports, SPOTV, and Champions TV. · Explore also Thai dramas, Japanese dramas, music, and much more! Enjoy seamless HD streaming, subtitles in various languages, and ad-free viewing now!"
56,"Cast to TV, Chromecast & Roku",https://play.google.com/store/apps/details?id=cast.video.screenmirroring.casttotv,4.532267,"50,000,000+",2.5.1,"Dec 1, 2017","Jun 9, 2026",InShot Inc.,xcast.support@inshot.com,https://inshot.app/,,"Tired of squinting at a small phone screen? Our Cast to TV app enables you to instantly cast online videos, live streams & local videos, music and images to TV, Chromecast, Roku, Amazon Fire Stick or Fire TV, Xbox, Apple TV or other DLNA Devices — or mirror your whole phone screen to your Smart TV in HD. 🏅 Key Features: ● Cast local videos, music and photo slideshows to TV instantly. ● Screen Mirroring: mirror your phone screen to TV in real time. ● Built-in browser for web video cast. ● Cast live sports, gaming streams, and IPTV channels to TV. ● Easy to control TV with phone: pause, volume, forward/rewind, previous/next, etc. ● Add local video and local audio to Play Queue. ● Play media in shuffle, loop, repeat mode. ● Auto search for available cast devices & streaming devices. ● Auto identify video, audio, photo files on your device and SD card. 💡 Why Choose XCast? - Wide device support. - Cast local media and web videos without limits. - Both screen mirroring and media casting in a single app. - HD quality, low latency and a stable connection. 📺 All Cast in One. With Cast to TV, you can cast to: ☆ Chromecast ☆ Smart TVs: Samsung, LG, Sony, Hisense, Xiaomi, Panasonic, etc. ☆ Xbox One and Xbox 360 ☆ Amazon Fire TV and Cast to Fire Stick ☆ Apple TV and Airplay ☆ Roku, Roku Stick and Roku TVs ☆ Other DLNA receivers ☆ Coming soon: Kodi etc. If you want to cast videos and live streams from your Android, or share your music and photos on TV, you'd better try Cast to TV, Chromecast & Roku. Cast to Roku Easy to connect and cast to Roku. You can cast videos, live streams, and music to Roku without limitations. Fast forward and backward can provide you with an excellent experience for watching movies. Just search videos from your favorite website and cast to Roku now! Cast to Chromecast Cast local video, photo slideshow, and music from phone to Chromecast easily and fast. Cast to Chromecast, Fire TV and other smart TVs with no feature limited. Cast web video to Chromecast, and enjoy the best experience of watching videos and live streams— fast, wireless and in HD. Cast to Apple TV Cast both local files and online videos to Apple TV with the AirPlay function. Cast to Apple TV with the remote control to adjust the video progress and volume. Stream to TV from phone is very dependent on Wi-Fi network and streaming device. Please make sure that your phone and streaming device is connected with the same Wi-Fi. And the format of the media is supported by streaming device. If you have troubles when you stream to TV or cast to Chromecast, you can try to reboot the Wi-Fi router and streaming device. If you have any suggestions or problems about XCast, please feel free to contact us at videostudio.feedback@gmail.com. DISCLAIMER: Chromecast is a trademark of Google LLC. This app is not affiliated with or endorsed by Google, Roku or other brands."
57,Fubo: Watch Live TV & Sports,https://play.google.com/store/apps/details?id=tv.fubo.mobile,3.0853713,"10,000,000+",5.53.1,"Sep 8, 2014","Jun 13, 2026",fuboTV,support@fubo.tv,https://www.fubo.tv,,"Watch FIFA World Cup 2026™! Stream all 104 matches live on FOX & FS1. Watch MLB, NBA, NHL, NASCAR, NCAA college football, NCAA college basketball, WNBA, NFL, MLS soccer, F1 racing, the 2026 FIFA World Cup, UEFA Champions League, LaLiga, Bundesliga and more, all live. Plus, stream acclaimed TV series, live news and award-winning movies. Enjoy Unlimited Cloud DVR and dedicated sports pages to watch what you want, when you want. 350+ LIVE TV CHANNELS Fubo has over 350 TV channels and is the only way to get every Nielsen-rated sports channel without cable. Fubo features ABC, CBS, FOX, ESPN, CBS Sports Network, FS1, NFL Network, NFL RedZone, NBA TV, MLB Network, MLB.TV, NHL Network, beIN SPORTS, SEC Network, ACC Network, Big Ten Network, Willow TV, Tennis Channel, regional sports networks for most local markets. STREAMING LEADER IN BASEBALL Fubo has the most MLB you can watch without cable — more than YouTubeTV or any other streaming provider. Stream MLB Network, FOX and ESPN plus local team coverage on Space City Home Network, YES Network, NESN, MASN, all included in your base plan. (Regional restrictions apply.) You can also watch out-of-market games with MLB.TV. ESPN UNLIMITED INCLUDED FREE Most Fubo plans include access to ESPN+/ESPN Unlimited at no extra cost. This means you get unlimited access to every out-of-market hockey game with NHL Power Play, NCAA sports, LaLiga, PGA Tour golf, tennis, Bundesliga soccer and much more. FOX ONE INCLUDED FREE Most Fubo plans include access to FOX One at no extra cost! FOX One brings together all your favorite FOX channels, includingFOX News, FOX Sports, FOX Weather, FS1, FS2, FOX Business, FOX Deportes, Big Ten Network (BTN), local FOX stations, and FOX Network — all in one place. THE MOST LOCAL SPORTS FOR THE LOWEST PRICE With YES Network, MSG Network, NESN, MASN, Marquee Sports Network, Chicago Sports Network, Altitude Sports, Space City Home Network and other regional sports networks, Fubo offers access to most live games and dedicated local coverage of MLB, NBA and NHL teams all season long. (Subject to local availability and blackout restrictions.) EXTENSIVE LIVE SPORTS COVERAGE & MAJOR EVENTS NFL, NBA, MLB, NHL, NCAA, PGA golf, WNBA, NASCAR, F1… you name it, we got it. That's over 50,000 live pro and college events — regional to international, including NFL games, MLB games, NBA Finals, NHL Stanley Cup Playoffs, FIFA World Cup, U.S. Open, Triple Crown, Olympics, tennis grand slams, ICC Cricket World Cup and more. Stream it all live. LIVE SOCCER GAMES FROM AROUND THE WORLD Watch the 2026 FIFA World Cup, UEFA Champions League, Europa League, Bundesliga, Serie A, Ligue 1, Liga MX, MLS and more. Catch El Clásico between Real Madrid and Barcelona and other matches from LaLiga on ESPN Deportes. TV SHOWS & MOVIES, LIVE & ON DEMAND Fubo has over 10,000 hours of on-demand TV shows and movies. So you can catch up on acclaimed series and popular movies on ABC, CBS, FOX, Comedy Central, Ion Television, Hallmark Channel, TV Land, MTV, Disney Channel, Nickelodeon, Bravo, Paramount + with SHOWTIME, FX, Paramount Network, and more. WATCHING LIVE STREAMS To watch any streaming service, including Fubo, YouTube TV, ESPN+, Sling TV, Peacock, Paramount+, Netflix, HBO Max, Pluto TV or Amazon Prime Video, a high-speed connection is required. This could be through a mobile data plan or internet provider like Comcast Xfinity or Spectrum. Terms of Service: https://www.fubo.tv/documents/terms-of-service Privacy policy: https://www.fubo.tv/documents/privacy-policy This app features Nielsen's proprietary measurement software which will allow you to contribute to market research like Nielsen's TV Ratings. Please see nielsen.com/digitalprivacy for more information."
58,"Иви: сериалы, фильмы и ТВ",https://play.google.com/store/apps/details?id=ru.ivi.client,4.428571,"50,000,000+",26.6.2.1,"Feb 1, 2017","Jun 19, 2026",ivi.ru,support@ivi.ru,http://www.ivi.ru/,,"Иви: онлайн-кинотеатр. - Огромный выбор фильмов и сериалов - Эксклюзивные премьеры и сериалы собственного производства - Мини-драмы: новый формат коротких сериалов - Прямые трансляции турецких новинок - Более 150 ТВ-каналов - Максимальное качество видео и звука - 5 устройств - одна подписка - Мобильная подписка по суперцене - Детский профиль с пин-кодом и любимые мультфильмы - Загрузка и просмотр оффлайн Фильмы, сериалы и мультфильмы со всего мира - Кино всех жанров, документальные фильмы, популярные шоу и прочее. Новинки проката и проверенная классика - Объёмный каталог турецких и корейских сериалов. - Подборки по жанрам, годам, актерам и режиссерам. - Трансляции новых серий турецких сериалов в прямом эфире с синхронным переводом - Для детей: фильмы, мультики, сказки и многое другое Преимущества Иви - До 5 устройств с одной подпиской - Иви можно скачать на Смарт ТВ, телефон, планшет или смотреть на сайте ivi.ru. - Часть каталога Иви доступна бесплатно, с перерывами на рекламу. - Более 150 ТВ-каналов: Новости, развлечения, образование и спорт. Первый, Россия 1, ТНТ, НТВ и другие без авторизации, бесплатно. - Умные рекомендации предлагают кино и сериалы, подходящие именно тебе. - В мобильном приложении Иви можно скачать понравившиеся фильмы или сериалы. Мини-драмы - Полноэкранный вертикальный формат просмотра - Серии всего по одной минуте, смотри где и когда удобно - Сериалы на самые разные темы: любовь, интриги, скандалы, комедии, мистика Подписки - Иви - новые фильмы и сериалы в высоком качестве, без рекламы. Разрешение HD или 4K, с объемный звуком и оригинальные дорожки с субтитрами. - Изи Иви - мобильная подписка для тех, кто смотрит фильмы и сериалы один и только с телефона или планшета. - Иви + Start - «Плевако», «Эскорт» и прочие популярные сериалы в расширенном каталоге. - Иви + Амедиатека – ""Ходячие мертвецы"" и другие хитовые сериалы HBO. - Иви + Матч премьер - для фанатов спорта. Российская Премьер-лига, Кубок России и матчи Испании, Италии и Германии Детский профиль Увлекательный и безопасный мир приключений - мультфильмы, фильмы и развивающие программы для детей всех возрастов. Установи пин-код, и малыш не сможет самостоятельно выйти из детского профиля и увидеть взрослый фильм или сделать случайную покупку. Телеграмм Иви https://t.me/official_iviru 30 дней Изи Иви бесплатно https://www.ivi.ru/profile/subscription/izi-ivi При любых затруднениях в использовании сервиса напиши, пожалуйста, нам через приложение: Профиль → Помощь → Чат с поддержкой – операторы быстро решат твой вопрос. Политика конфиденциальности: https://www.ivi.ru/info/confidential Условия использования: https://www.ivi.ru/info/agreement"
59,TV Bro,https://play.google.com/store/apps/details?id=com.phlox.tvwebbrowser,3.7,"1,000,000+",2.1.6,"Aug 26, 2016","Jun 1, 2026",Fedir Tsapana,phlox.dev.team@gmail.com,https://github.com/truefedex/tv-bro,,Web browser optimised to use with TV remote. Features: - working with TV remote - tabs and bookmarks support - voice search support - switch user agent support - two switchable web rendering engines - built-in download manager - browsing history - shortcuts Now opensource: https://github.com/truefedex/tv-bro
60,Canal RCN,https://play.google.com/store/apps/details?id=com.rcntv.rcntv,4.19,"5,000,000+",Varies with device,"Jan 5, 2026","Jun 5, 2026",RCN Televisión,moviles@canalrcn.com,https://www.canalrcn.com/,,"Enjoy the best entertainment with Canal RCN Experience the best free entertainment with Canal RCN: access original productions, live coverage, and Colombia's most-watched reality shows like MasterChef Celebrity Colombia, La Casa de los Famosos, Betty la Fea, and much more. All in one place and from any device. Discover why millions of people watch MasterChef Celebrity Colombia, the country's most exciting cooking reality show, with full episodes, exclusive content, and never-before-seen moments only on the RCN app. With Canal RCN, enjoy: • MasterChef Celebrity Colombia: Experience every challenge, recipe, and elimination of the country's most famous cooking reality show. Enjoy full episodes, exclusive moments, and special content only on the RCN app. • La Casa de los Famosos: Immerse yourself in the reality show that has captured the attention of thousands of fans. With exclusive access to never-before-seen moments, you won't miss a single detail. • Betty la Fea: Relive the iconic telenovela that conquered the world. A Colombian television classic that continues to shape generations. • Live Streaming: Access real-time broadcasts of your favorite shows and events, from anywhere and on any device. • Darío Gómez: Learn the story of the King of Spite in this series based on his life and musical legacy. An exclusive production for fans of popular music. • Entertainment for the whole family, with telenovelas, classic series, and a variety of content for all tastes and ages. Access thousands of series and telenovelas: • Exclusive content like the new season of ""La casa de los famosos,"" exclusive to Canal RCN, with original productions that you can only find here. • Enjoy a wide variety of series and telenovelas, from comedy to drama, for all tastes and ages. • Live broadcasts of special events and entertainment productions. Highlighted Features: • Explore the Canal RCN catalog and easily search for the shows you love, such as La Casa de los Famosos, Betty la Fea, Darío Gómez, Masterchef Celebrity, and many more. • Continue watching your content from where you left off, from one device to another. • Watch your series and soap operas in high quality and enjoy a unique experience from any device. Subscribe now and enjoy all of Canal RCN's exclusive entertainment. With RCN, quality entertainment is accessible to everyone and is completely free. The RCN app gives you access to thousands of hours of content, including series, soap operas, and live events exclusive to RCN, without having to pay. The best part is that RCN is available for all devices, from your mobile phone to your Android TV, so you can enjoy your favorite content anytime, anywhere, on any screen, without restrictions. Join RCN and enjoy free, quality entertainment, wherever and whenever you want! Don't wait any longer and download RCN now!"
